MistoPoskytovaniId,ZdravotnickeZarizeniId,Kod,NazevZarizeni,DruhZarizeni,Obec,Psc,Ulice,CisloDomovniOrientacni,Kraj,KrajCode,Okres,OkresCode,SpravniObvod,PoskytovatelTelefon,PoskytovatelFax,PoskytovatelEmail,PoskytovatelWeb,Ico,TypOsoby,PravniFormaKod,KrajCodeSidlo,OkresCodeSidlo,ObecSidlo,PscSidlo,UliceSidlo,CisloDomovniOrientacniSidlo,OborPece,FormaPece,DruhPece,OdbornyZastupce,Lat,Lng
151924,60262,27279847000001,"Lazaret s.r.o., Lékárna Nad Kapličkou - OOVL",Lékárna,Liběšice,41146,,70,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416532366,,nadkaplickou@seznam.cz,http://www.vaselekarny.cz,27279847,2,112,CZ042,CZ0423,Litoměřice,41201,Palachova,779/9,praktické lékárenství,ambulantní péče,lékárenská péče,Brabcová Lenka,50.568139158601,14.292865291638
151829,60073,28693108000000,"LEKUL s.r.o., Lékárna Herbenova",Lékárna,Ústí nad Labem,40001,Herbenova,794/4,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,,,28693108,2,112,CZ042,CZ0427,Ústí nad Labem,40001,Herbenova,794/4,praktické lékárenství,,,Mgr. Eva Endlerová,50.673333892391,14.020499105893
151863,59323,28710142000000,Lékárna Centrum MB s.r.o.,Lékárna,Ústí nad Labem,40001,V Jirchářích,62/2,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420475210959,420475213071,lek.centrum@volny.cz,,28710142,2,112,CZ080,CZ0805,Vítkov,74901,náměstí Jana Zajíce,6,praktické lékárenství,,,Markéta Stoklasová,50.660327168731,14.043298124048
151860,59300,28712595000000,"Apatyka Anděl s.r.o., Lékárna U anděla",Lékárna,Roudnice nad Labem,41301,Špindlerova třída,806,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,lekarnaroudnice@seznam.cz,,28712595,2,112,CZ042,CZ0423,Roudnice nad Labem,41301,Špindlerova třída,806,praktické lékárenství,,,Vladislav Jeřábek,50.421712581336,14.253003990161
151828,59219,28710126000000,Lékárna U Katovny s.r.o.,Lékárna,Litoměřice,41201,U Katovny,2023/1,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,http://www.ipcgroup.cz/,28710126,2,112,CZ042,CZ0423,Litoměřice,41201,U Katovny,2023/1,praktické lékárenství,,,MARKÉTA ROLENCOVÁ,50.537647217571,14.125826693089
151676,57970,28671384000000,"Lékárna v Jiříkově, s.r.o.",Lékárna,Jiříkov,40753,Svobodova,1015/18,Ústecký kraj,CZ042,Děčín,CZ0421,,420412338366,,l.vaclavek@volny.cz,,28671384,2,112,CZ042,CZ0421,Jiříkov,40753,Svobodova,1015/18,praktické lékárenství,,,Mgr. Lubor Václavek,50.995724174234,14.573774410135
151521,57916,27576671001000,"REAL FORTE a.s., Lékárna Benefit",Lékárna,Litvínov,43601,9. května,2044,Ústecký kraj,CZ042,Most,CZ0425,,420476101028,,l.benefit@centrum.cz,http://www.lekarnabenefit.cz,27576671,2,121,CZ010,CZ0100,Praha 8,18000,Srbova,360/1,praktické lékárenství,,,PharmDr. Anna Žižková,50.597878878825,13.61362248619
151734,57086,28682785000000,Lékárna Krásná Lípa s.r.o.,Lékárna,Krásná Lípa,40746,Křinické náměstí,12/13,Ústecký kraj,CZ042,Děčín,CZ0421,,420412383100,,matuskovaIrena@seznam.cz,http://www.ilekarnaunas.cz,28682785,2,112,CZ042,CZ0421,Krásná Lípa,40746,Křinické náměstí,12/13,praktické lékárenství,,,Mgr. Irena Malá,50.9140980667,14.507944143051
151741,56985,28680090000000,"BRAVO Šluknov s.r.o., Lékárna Bona",Lékárna,Dolní Poustevna,40782,Lobendavská,423,Ústecký kraj,CZ042,Děčín,CZ0421,,420412331790,,lekarna.bona@seznam.cz,http://www.lekarna-bona.cz,28680090,2,112,CZ042,CZ0421,Šluknov,40777,Náměstí Míru,344,praktické lékárenství,,,Mgr. Jiří Vojtíšek,50.982685711696,14.288410445994
151591,54603,74260430000000,"Mgr. Zuzana Radisavljević, Lékárna Na Prokopce",Lékárna,Děčín,40502,Prokopa Holého,139/21,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,,74260430,1,,CZ042,CZ0421,Děčín,40502,Prokopa Holého,139/21,praktické lékárenství,,,,50.774776512896,14.196212344414
151536,54581,62769871001000,"PharmDr. František Stáně, Lékárna Lovoš",Lékárna,Lovosice,41002,Terezínská,488/73,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416532434,420416532542,lek.aeskulap@seznam.cz,,62769871,1,,CZ042,CZ0423,Lovosice,41002,8.května,152/7,praktické lékárenství,,,,50.509772209836,14.073687651175
151535,53991,27316114000000,"Lékárna Altea, spol. s r.o.",Lékárna,Bílina,41801,Sídliště Za Chlumem,814,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,,27316114,2,112,CZ042,CZ0426,Osek,41705,Palackého,551,praktické lékárenství,,,Bořivoj Tomíček,50.554832032267,13.78388801184
151522,53960,62744771000000,"Romana Sartori, Lékárna U Lázní",Lékárna,Teplice,41501,Mlýnská,326/6,Ústecký kraj,CZ042,Teplice,CZ0426,,420417578400,,lulazni@tiscali.cz,http://leky-expres.cz,62744771,1,,CZ042,CZ0426,Teplice,41501,Mlýnská,326/6,praktické lékárenství,,,,50.639254140094,13.832353332203
151418,52264,27279847000000,"Lazaret s.r.o., Lékárna Nad Kapličkou",Lékárna,Litoměřice,41201,Pokratická,165/49,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416532366,,nadkaplickou@seznam.cz,http://www.vaselekarny.cz,27279847,2,112,CZ042,CZ0423,Litoměřice,41201,Palachova,779/9,praktické lékárenství,,lékárenská péče,Brabcová Lenka,50.550504788416,14.125714334128
151407,52255,25485822001000,"Domácí lékárna s.r.o., Lékárna U Hraničáře",Lékárna,Ústí nad Labem,40001,Masarykova,3127/28,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420603216441,,jirkasmisou@gmail.com,http://www.domacilekarna.eu,25485822,2,112,CZ080,CZ0805,Vítkov,74901,náměstí Jana Zajíce,6,praktické lékárenství,ambulantní péče,lékárenská péče,PharmDr. Romana Bobková,50.663341319091,14.033799628006
151406,52253,25485822000000,"Domácí lékárna s.r.o., Lékárna U Soudu",Lékárna,Teplice,41501,Duchcovská,304/10,Ústecký kraj,CZ042,Teplice,CZ0426,,420603216441,,jirkasmisou@gmail.com,http://www.domacilekarna.eu,25485822,2,112,CZ080,CZ0805,Vítkov,74901,náměstí Jana Zajíce,6,praktické lékárenství,ambulantní péče,lékárenská péče,PharmDr. Romana Bobková,50.636199321636,13.818328995442
151207,50829,27262812000000,Lékárna U LUNY s.r.o.,Lékárna,Teplice,41501,Husova,1626,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,http://www.lekarnauluny.cz/,27262812,2,112,CZ042,CZ0426,Teplice,41501,Husova,1626,praktické lékárenství,,,RNDr. Helena Lázenská,50.656582730629,13.848175175837
151358,49723,86733036000000,"Mgr. Martin Šrámek, Lékárna OC Sever",Lékárna,Ústí nad Labem,40001,Mírové náměstí,103/27,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420475201290,,usti.mirovenam@benu.cz,http://www.lekarnasever.cz,86733036,1,,CZ042,CZ0427,Ústí nad Labem,40001,Mírové náměstí,103/27,praktické lékárenství,,,,50.659754718151,14.040888177454
222451,49719,25488899000000,"AMURA spol. s r.o., Lékárna Jasmín",Lékárna,Teplice,41501,U Hadích lázní,1145/16,Ústecký kraj,CZ042,Teplice,CZ0426,,420776115577,,lekarna.jasmin@seznam.cz,http://www.lekarnajasmin.cz,25488899,2,112,CZ042,CZ0426,Teplice,41501,U Hadích lázní,1152/26,praktické lékárenství,,lékárenská péče,"ADEL BALLAN, BLANKA VAJRYCHOVÁ, Eleonóra Nyáriová, MUDr. Abdul Rahman Khalouf",50.639340905827,13.83694264646
151356,49680,25492969000000,"TILIAPHARM s.r.o., Lékárna U Lípy",Lékárna,Chomutov,43004,Březenecká,4804,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,,25492969,2,112,CZ042,CZ0422,Chomutov,43004,Březenecká,4804,praktické lékárenství,,,Marta Dobošová,50.476690757233,13.412222647161
151352,49587,62747011000001,"Mgr. Leona Štěpková, Lékárna Medea - OOVL",Lékárna,Hrob,41704,Mírové náměstí,65,Ústecký kraj,CZ042,Teplice,CZ0426,,420417825212,,info@lekarnamedea.cz,http://www.lekarnamedea.cz,62747011,1,,CZ042,CZ0426,Hrob,41704,Mírové náměstí,65,,,lékárenská péče,,50.657996604692,13.726671750871
151205,48923,25010450000000,"Alfapharm s.r.o., Lékárna Alfa",Lékárna,Duchcov,41901,Teplická,223/12,Ústecký kraj,CZ042,Teplice,CZ0426,,420417836291,,lekarna_alfa@volny.cz,,25010450,2,112,CZ042,CZ0426,Novosedlice,41731,Sokolská,314/13,praktické lékárenství,,,Mgr. Jana Trägnerová,50.605414807349,13.746751488228
151193,48917,25484354000000,"JEPHARMA, s.r.o., Pokratická lékárna",Lékárna,Litoměřice,41201,Pokratická,500/58,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416744178,,jepharma@seznam.cz,http://www.jepharma.wz.cz,25484354,2,112,CZ042,CZ0423,Litoměřice,41201,Pokratická,500/58,praktické lékárenství,,,Jana Jeřábková,50.546124458837,14.124748717626
151349,48570,25477579000000,"Špergl s.r.o., Lékárna U Zlatého anděla",Lékárna,Podbořany,44101,Masarykovo náměstí,440,Ústecký kraj,CZ042,Louny,CZ0424,,420415214081,,lekarna@uzlatehoandela.cz,http://www.uzlatehoandela.cz,25477579,2,112,CZ042,CZ0424,Podbořany,44101,Masarykovo náměstí,440,praktické lékárenství,,,Mgr. Věra Šperglová,50.228694478229,13.408048313563
246335,48556,25480456000000,"Zelená lékárna - JLM, s.r.o.",Lékárna,Rumburk,40801,Jiráskova,1052/2,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,http://zelenalekarna-jlm.cz,25480456,2,112,CZ042,CZ0421,Rumburk,40801,Jiráskova,1378/4,praktické lékárenství,,lékárenská péče,Anna Horáčková,50.954710702781,14.552537965042
151190,47673,25478168000000,Heleis s.r.o.,Lékárna,Chomutov,43001,Palackého,4272,Ústecký kraj,CZ042,Chomutov,CZ0422,,420474629088,,lekarna.cv@centrum.cz,www.lekarnachomutov.cz,25478168,2,112,CZ042,CZ0422,Chomutov,43001,Palackého,4272,praktické lékárenství,,lékárenská péče,RNDr. Eva Eisertová,50.461163604656,13.412105573566
151162,47672,47540443001000,"AESKULAP, spol. s r.o., Lékárna U Slunce",Lékárna,Štětí,41108,Školní,492,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,,47540443,2,112,CZ020,CZ0206,Kralupy nad Vltavou,27801,Žižkova,81,praktické lékárenství,,,"Mgr. Olina Pospíšilová, RNDr. Drahomíra Gabrielová",50.452680504495,14.37862360929
151161,47671,47540443000000,"AESKULAP, spol. s r.o., Lékárna U Zámku",Lékárna,Roudnice nad Labem,41301,Karlovo náměstí,8,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,,47540443,2,112,CZ020,CZ0206,Kralupy nad Vltavou,27801,Žižkova,81,praktické lékárenství,,,"Mgr. Olina Pospíšilová, RNDr. Drahomíra Gabrielová",50.424451737135,14.261494884393
151711,47670,49621173052000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Most,43401,J. E. Purkyně,1167,Ústecký kraj,CZ042,Most,CZ0425,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,,Radek Machan,50.508360834047,13.62715237414
151189,47660,25476602000000,"IXORA s. r. o., Lékárna U Zlatého jelena",Lékárna,Jirkov,43111,nám. Dr. E. Beneše,108,Ústecký kraj,CZ042,Chomutov,CZ0422,,420730840230,,ixora@email.cz,http://www.magistra.cz,25476602,2,112,CZ042,CZ0422,Jirkov,43111,nám. Dr. E. Beneše,108,praktické lékárenství,,,Mgr. Jiřina Stahlová,50.50056088745,13.448099432444
151198,47574,48262609000000,"Mgr. Peter Konečný, Lékárna U Václava",Lékárna,Děčín,40502,Oblouková,313/62,Ústecký kraj,CZ042,Děčín,CZ0421,,,,,,48262609,1,,CZ042,CZ0421,Děčín,40502,Oblouková,313/62,praktické lékárenství,,,,50.770202361204,14.216984063812
151176,45223,72594357000000,"RSDr. Martina Harmáčková, Lékárna TOP",Lékárna,Děčín,40502,Poštovní,1056/9,Ústecký kraj,CZ042,Děčín,CZ0421,,,,lekarna.top@volny.cz,,72594357,1,,CZ042,CZ0421,Děčín,40502,Poštovní,1878/4,praktické lékárenství,,,,50.769683808669,14.196964368829
151196,44168,70570744000000,"PharmDr. Ivana Kodlová, Lékárna U Zlaté koruny",Lékárna,Budyně nad Ohří,41118,Okružní,366,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416863188,,kodlova.lekarna@seznam.cz,,70570744,1,,CZ042,CZ0423,Budyně nad Ohří,41118,Okružní,366,praktické lékárenství,,,,50.404936474181,14.129286466195
151157,40850,63756838000000,"Mgr. Dimitr Božkov, Lékárna",Lékárna,Meziboří,43513,nám. 8. května,330,Ústecký kraj,CZ042,Most,CZ0425,,,,,,63756838,1,,CZ042,CZ0425,Meziboří,43513,nám. 8. května,330,praktické lékárenství,,,,50.620396919162,13.605084382605
151337,40848,63749921000000,"PhMr. Věra Rappová, Lékárna Hvězda",Lékárna,Ústí nad Labem,40001,Beethovenova,597/31,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420475212098,,rapp@volny.cz,http://www.lekarnahvezda.cz,63749921,1,,CZ042,CZ0427,Ústí nad Labem,40001,Beethovenova,597/31,praktické lékárenství,,,,50.670181721189,14.016860829305
151271,40537,63147319000000,"PROFARM BD s.r.o., Lékárna U Slunce",Lékárna,Ústí nad Labem,40011,Šrámkova,3319/2a,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420472776359,,lekuslunce@volny.cz,,63147319,2,112,CZ042,CZ0427,Ústí nad Labem,40001,Žižkova,630/73,praktické lékárenství,,,Mgr. Daniel Kökert,50.673733733627,14.049182764198
151364,40018,62769871000000,"PharmDr. František Stáně, Lékárna U Aeskulapa",Lékárna,Lovosice,41002,8.května,152/7,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416532434,420416532542,lek.aeskulap@seznam.cz,,62769871,1,,CZ042,CZ0423,Lovosice,41002,8.května,152/7,praktické lékárenství,,,,50.512720541711,14.05320084863
151351,39992,62747011000000,"Mgr. Leona Štěpková, Lékárna Medea",Lékárna,Hostomice,41752,Vrbenského,165,Ústecký kraj,CZ042,Teplice,CZ0426,,420417825212,,info@lekarnamedea.cz,http://www.lekarnamedea.cz,62747011,1,,CZ042,CZ0426,Hrob,41704,Mírové náměstí,65,praktické lékárenství,,,,50.585943129564,13.809552161458
151335,39980,62740482000000,EUC Klinika Ústí nad Labem s.r.o.,"Poskytovatel amb. služeb (nad 5 oborů), Samost. ordinace všeob. prakt. lékaře, Samostatná ordinace PL - stomatologa, Samostatné zařízení psychologa, Lékárna",Ústí nad Labem,40001,Masarykova,2000/92,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420477102111,,ustinadlabem@eucklinika.cz,http://eucklinika.cz,62740482,2,112,CZ042,CZ0427,Ústí nad Labem,40001,Masarykova,2000/92,"Fyzioterapeut, Klinický psycholog, foniatrie, praktické lékárenství, všeobecné praktické lékařství, vnitřní lékařství, urologie, revmatologie, rehabilitační a fyzikální medicína, radiologie a zobrazovací metody, psychiatrie, otorinolaryngologie a chirurgie hlavy a krku, ortopedie a traumatologie pohybového ústrojí, ortopedie a traumatologie pohybového ústrojí, oftalmologie, neurologie, kardiologie, klinická biochemie, infekční lékařství, chirurgie, hematologie a transfúzní lékařství, gastroenterologie, endokrinologie a diabetologie",ambulantní péče,lékárenská péče,"Bartošová Kateřina, VÁCLAV HYNEK",50.667672421072,14.029068065223
151158,39513,62233491000000,"Ing. Ladislav Brada, Lékárna Na Náměstí",Lékárna,Šluknov,40777,nám. Míru,344,Ústecký kraj,CZ042,Děčín,CZ0421,,420412386626,,lekarna.sluknov@seznam.cz,http://www.lekarna-sluknov.cz,62233491,1,,CZ042,CZ0421,Šluknov,40777,nám. Míru,344,praktické lékárenství,,,Marie Bradová,51.003054575567,14.453151470689
151270,38601,61514829000000,"Mgr. Jitka Pokorná, Lékárna U zlatého slunce",Lékárna,Novosedlice,41731,Míru,119,Ústecký kraj,CZ042,Teplice,CZ0426,,420417539679,,uzlslunce@volny.cz,http://www.lekarnanovosedlice.cz,61514829,1,,CZ042,CZ0426,Novosedlice,41731,Míru,119,praktické lékárenství,ambulantní péče,,,50.656855343741,13.823434252581
151210,35936,60281049000000,"LÉKÁRNA LONDÝNSKÁ, spol. s r.o.",Lékárna,Libouchec,40335,,82,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,420475222758,,lekarna.londynska@seznam.cz,,60281049,2,112,CZ042,CZ0427,Libouchec,40335,,82,praktické lékárenství,,,Mgr. Jaroslava Miksová,50.758391643913,14.040844687053
151339,34446,49905848000000,"REMEDIUM - HŠ, spol. s r.o., Lékárna Remedium",Lékárna,Ústí nad Labem,40007,U Pivovarské zahrady,793/5,Ústecký kraj,CZ042,Ústí nad Labem,CZ0427,,,,,http://www.arlego.cz,49905848,2,112,CZ042,CZ0427,Ústí nad Labem,40007,U Pivovarské zahrady,793/5,praktické lékárenství,,,Mgr. Petra Kořínková,50.667657985423,14.075887064957
151367,34440,49903331000000,"VAPI spol. s r.o., Lékárna U Hvězdy",Lékárna,Chomutov,43004,Písečná,5549,Ústecký kraj,CZ042,Chomutov,CZ0422,,420471120737,,,http://www.lekarnauhvezdy.cz,49903331,2,112,CZ042,CZ0422,Chomutov,43004,Písečná,5549,praktické lékárenství,,,Mgr. Monika Vlasáková,50.487617079368,13.438041329784
151268,34434,49903012000000,"Pharma Louny spol. s r.o., Lékárna U Sv. Mikuláše",Lékárna,Louny,44001,Beneše z Loun,185,Ústecký kraj,CZ042,Louny,CZ0424,,420777233057,,lekarna2@arsys.cz,http://www.lekarnamikulas.cz,49903012,2,112,CZ042,CZ0424,Louny,44001,Beneše z Loun,185,praktické lékárenství,,,PharmDr. Lenka Zemanová,,
151710,33273,49621173013000,"BENU Česká republika s.r.o., BENU lékárna",Lékárna,Děčín,40502,Masarykovo nám.,81/8,Ústecký kraj,CZ042,Děčín,CZ0421,,420212812812,420212812812,info@benu.cz,http://www.benu.cz,49621173,2,112,CZ010,CZ0100,Praha 15,10200,K pérovně,945/7,praktické lékárenství,,,Radek Machan,50.780650823212,14.214038921107
151174,30256,49116886000000,"PharmDr. Zdeňka Gregorová, Zámecká lékárna",Lékárna,Děčín,40502,Křížová,19/11,Ústecký kraj,CZ042,Děčín,CZ0421,,420412519460,,zameckalekarna@seznam.cz,,49116886,1,,CZ042,CZ0421,Děčín,40502,Křížová,19/11,praktické lékárenství,,,,50.77967638197,14.213262664423
151230,30208,49116444000000,"Mgr. Anna Maliariková, Lékárna",Lékárna,Děčín,40502,Želenická,1510/26,Ústecký kraj,CZ042,Děčín,CZ0421,,420412539294,,lekarna.zelenice@centrum.cz,,49116444,1,,CZ042,CZ0421,Děčín,40502,Želenická,1510/26,praktické lékárenství,,,,50.759608562724,14.188622185868
151178,30094,49086979000000,"Mgr. Vladimíra Hazdrová, Lékárna na Litoměřické",Lékárna,Bílina,41801,Litoměřická,102/5,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,,49086979,1,,CZ042,CZ0426,Bílina,41801,Litoměřická,102/5,praktické lékárenství,,lékárenská péče,,50.549532079652,13.777070984104
151231,30090,49086880000000,"Mgr. Nadežda Marková, Lékárna U Tyrše",Lékárna,Krupka,41741,Bohosudovská,472/29,Ústecký kraj,CZ042,Teplice,CZ0426,,420417861330,420417861330,utyrse@seznam.cz,,49086880,1,,CZ042,CZ0426,Krupka,41741,Bohosudovská,472/29,praktické lékárenství,,,,50.680600554868,13.866964692625
151359,30087,49086766000000,"Mgr. Anna Spáčilová, Lékárna Salvia",Lékárna,Bílina,41801,Seifertova,3/5,Ústecký kraj,CZ042,Teplice,CZ0426,,,,,,49086766,1,,CZ042,CZ0426,Bílina,41801,Seifertova,3/5,praktické lékárenství,,,,50.546891974066,13.77441325322
151233,22493,47767871000000,"Mgr. Dagmar Mašková, Lékárna Na Hvězdě",Lékárna,Teplice,41501,Antonína Sochora,1340/4,Ústecký kraj,CZ042,Teplice,CZ0426,,420417575322,,lekarnanahvezde@volny.cz,,47767871,1,,CZ042,CZ0426,Teplice,41501,Antonína Sochora,1340/4,praktické lékárenství,,,,50.646982696742,13.851006361684
151188,17809,46790411000000,"PharmDr. Dalibor Chovanec, Lékárna U Spasitele",Lékárna,Vejprty,43191,Pohraniční stráže,403/11,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,kilad@volny.cz,,46790411,1,,CZ042,CZ0422,Vejprty,43191,Pohraniční stráže,403/11,praktické lékárenství,,,,50.49575201394,13.030467093344
151374,17681,46772081000000,"Jitka Žáková, Lékárna Pod Lipami",Lékárna,Štětí,41108,Nové náměstí,137,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,lekarnapodlipami@seznam.cz,,46772081,1,,CZ042,CZ0423,Štětí,41108,Nové náměstí,137,praktické lékárenství,,,,50.452513938389,14.37443199807
151199,17619,46771034000000,"PharmDr. Jiří Kopeček, Lékárna",Lékárna,Úštěk,41145,Mírové náměstí,2,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416795700,,jiri.kopecek@tiscali.cz,,46771034,1,,CZ042,CZ0423,Úštěk,41145,Mírové náměstí,2,praktické lékárenství,,,,50.584441325559,14.34299169413
151151,14975,46018417000000,"Mgr. Monika Šturmová, Lékárna Na náměstí",Lékárna,Třebenice,41113,Masarykova,75,Ústecký kraj,CZ042,Litoměřice,CZ0423,,,,,,46018417,1,,CZ042,CZ0423,Třebenice,41113,Masarykova,75,praktické lékárenství,,,,50.476490125827,13.990961052906
151194,9765,41283279000000,"PharmDr. Ivana Bastakli, Zelená lékárna",Lékárna,Chomutov,43001,Školní,1790/35,Ústecký kraj,CZ042,Chomutov,CZ0422,,,,,,41283279,1,,CZ042,CZ0422,Chomutov,43001,Školní,1790/35,praktické lékárenství,,,,50.459151114655,13.412983261911
151170,8572,25030973000000,DECEM s.r.o.,Lékárna,Lovosice,41002,Školní,399/12,Ústecký kraj,CZ042,Litoměřice,CZ0423,,420416532710,,lekarna.uzlatehohada@seznam.cz,,25030973,2,112,CZ042,CZ0423,Lovosice,41002,Školní,399/12,praktické lékárenství,,,Karel Knotek,50.514425232361,14.050341668719
151217,8556,25011936000000,"MOFA, s.r.o., Lékárna MOFA",Lékárna,Most,43401,Višňová,1008/1,Ústecký kraj,CZ042,Most,CZ0425,,,,,,25011936,2,112,CZ042,CZ0425,Most,43401,Pod Resslem,1990/10,praktické lékárenství,,,Mgr. Milena Čenská,50.495216071257,13.656785912185
